conspiracy_belief_score,education,childhood,gender,hand,family_size,age,test_time
3.066666666666667,High school,"Urban (town, city)",Other,Right,2,21,116
1.8666666666666667,University degree,Rural (country side),Female,Right,1,34,64
1.0666666666666667,University degree,Suburban,Male,Right,3,38,75
3,University degree,"Urban (town, city)",Female,Right,2,27,75
3.4,University degree,Suburban,Male,Right,2,45,63
1.8666666666666667,Graduate degree,Suburban,Male,Right,3,33,130
2.466666666666667,High school,Suburban,Female,Right,2,18,66
2.6666666666666665,High school,Suburban,Male,Right,2,16,99
4.066666666666666,Less than high school,Suburban,Female,Right,2,16,110
2.6,High school,Rural (country side),Male,Right,3,25,82
3.6666666666666665,University degree,Rural (country side),Female,Right,2,21,133
1.8666666666666667,University degree,Suburban,Male,Right,3,19,70
3.533333333333333,High school,"Urban (town, city)",Female,Right,1,15,63
1.7333333333333334,Graduate degree,Suburban,Male,Right,2,51,57
2.8,University degree,"Urban (town, city)",Male,Right,2,42,183
2.066666666666667,High school,"Urban (town, city)",Female,Right,2,20,357
2.4,High school,Suburban,Male,Right,4,17,230
5,High school,Suburban,Female,Right,1,19,122
2.8666666666666667,High school,Suburban,Female,Left,2,14,214
3.4,High school,Suburban,Female,Right,4,16,73
4,High school,Suburban,Female,Right,3,29,111
5,High school,Suburban,Male,Right,0,19,77
3.533333333333333,High school,Suburban,Other,Right,2,18,160
3.466666666666667,Less than high school,Rural (country side),Female,Right,4,14,157
3.1333333333333333,High school,Rural (country side),Female,Right,2,20,79
1.6,University degree,"Urban (town, city)",Female,Right,4,21,137
2.1333333333333333,University degree,Suburban,Male,Right,3,49,96
3.2666666666666666,University degree,Suburban,Female,Right,1,20,73
2.6,High school,"Urban (town, city)",Female,Right,2,18,118
3.8,High school,Rural (country side),Male,Right,2,31,306
4.333333333333333,High school,Suburban,Male,Right,2,18,148
3.2,Less than high school,Suburban,Female,Right,2,16,134
2.6,High school,"Urban (town, city)",Male,Right,2,23,66
3.4,University degree,Suburban,Male,Right,2,33,148
1.6,High school,"Urban (town, city)",Male,Right,1,16,80
3.4,University degree,Suburban,Male,Right,2,26,96
3.2666666666666666,University degree,Suburban,Female,Right,4,21,77
3.466666666666667,Graduate degree,"Urban (town, city)",Female,Right,3,59,146
3.6666666666666665,High school,"Urban (town, city)",Female,Right,4,18,155
3.533333333333333,Graduate degree,"Urban (town, city)",Male,Right,2,39,164
3.3333333333333335,High school,Rural (country side),Female,Right,4,31,211
1,Less than high school,Rural (country side),Female,Right,2,13,244
3.3333333333333335,Less than high school,"Urban (town, city)",Female,Right,1,17,176
1.7333333333333334,University degree,"Urban (town, city)",Female,Right,1,22,94
3.466666666666667,Less than high school,Rural (country side),Female,Right,2,16,126
1.9333333333333333,High school,"Urban (town, city)",Male,Right,2,19,116
2.066666666666667,University degree,Rural (country side),Male,Right,2,39,193
2.8666666666666667,Graduate degree,Rural (country side),Male,Right,3,44,124
4,High school,Suburban,Female,Right,2,62,102
1.5333333333333334,Graduate degree,Rural (country side),Female,Right,1,33,147
2.4,High school,Suburban,Female,Right,4,18,139
1.1333333333333333,Less than high school,Suburban,Male,Right,1,20,163
2.533333333333333,University degree,"Urban (town, city)",Male,Right,1,33,77
2.533333333333333,High school,Suburban,Female,Right,2,19,129
4.8,High school,Suburban,Male,Right,3,25,65
2.4,University degree,Suburban,Male,Right,2,30,76
2.1333333333333333,University degree,Rural (country side),Male,Right,2,20,69
2.3333333333333335,High school,"Urban (town, city)",Female,Right,4,17,56
4.266666666666667,High school,Suburban,Male,Right,3,26,291
2.8666666666666667,Less than high school,Rural (country side),Male,Right,1,16,108
5,High school,Suburban,Male,Right,2,45,78
1.2666666666666666,Graduate degree,Suburban,Female,Right,4,55,81
4.666666666666667,University degree,Rural (country side),Female,Right,4,20,197
4,University degree,Suburban,Male,Right,1,29,113
2.1333333333333333,University degree,Suburban,Male,Left,1,23,57
3.7333333333333334,University degree,"Urban (town, city)",Male,Right,2,25,60
3.2666666666666666,High school,"Urban (town, city)",Male,Right,3,19,146
2.533333333333333,University degree,Rural (country side),Male,Right,4,23,142
1.5333333333333334,High school,Suburban,Female,Left,6,18,134
3.4,Graduate degree,Suburban,Male,Right,2,25,77
4.466666666666667,High school,"Urban (town, city)",Male,Right,2,18,133
2,High school,Suburban,Male,Right,5,47,202
4.266666666666667,High school,Suburban,Male,Right,2,29,74
3.933333333333333,Less than high school,Suburban,Female,Left,1,17,125
1.4,Graduate degree,Suburban,Male,Right,3,25,73
1.7333333333333334,High school,"Urban (town, city)",Female,Right,2,16,66
3.8666666666666667,High school,Suburban,Male,Right,1,24,150
1.3333333333333333,University degree,Suburban,Male,Right,4,23,84
3.4,High school,"Urban (town, city)",Female,Right,2,32,102
2.2,High school,Suburban,Female,Right,2,23,59
5,High school,"Urban (town, city)",Male,Right,0,20,87
2.8,Less than high school,Suburban,Other,Left,3,16,148
1.8,University degree,Suburban,Female,Right,3,46,92
1.6,Graduate degree,Rural (country side),Male,Right,1,28,113
3.8666666666666667,High school,Rural (country side),Male,Right,3,27,57
4.666666666666667,University degree,Suburban,Female,Right,1,50,87
3.2,University degree,"Urban (town, city)",Male,Right,1,22,69
1.4666666666666666,University degree,Suburban,Male,Right,2,25,222
3.933333333333333,Graduate degree,"Urban (town, city)",Female,Right,2,59,93
4.8,Less than high school,Suburban,Female,Right,2,42,158
3.466666666666667,University degree,"Urban (town, city)",Male,Left,2,30,122
5,High school,Suburban,Female,Right,4,58,85
3.6666666666666665,High school,Rural (country side),Male,Right,0,46,179
5,High school,Suburban,Male,Right,7,20,80
4.133333333333334,University degree,Suburban,Male,Right,3,46,95
3,University degree,Suburban,Male,Right,3,21,70
4.733333333333333,High school,Suburban,Male,Right,4,61,165
4,High school,"Urban (town, city)",Female,Right,3,28,153
3.6666666666666665,High school,Rural (country side),Female,Left,4,35,78
2.7333333333333334,High school,Rural (country side),Male,Right,2,22,105
4.066666666666666,University degree,Suburban,Male,Right,3,56,218
3.3333333333333335,University degree,Suburban,Female,Left,3,42,126
4.8,High school,Rural (country side),Male,Right,3,45,170
4.133333333333334,University degree,Suburban,Male,Right,2,61,100
4.333333333333333,High school,"Urban (town, city)",Male,Right,0,33,92
4.933333333333334,High school,Suburban,Male,Right,3,53,145
4.6,University degree,"Urban (town, city)",Male,Right,3,23,113
4.6,Graduate degree,"Urban (town, city)",Male,Right,3,30,100
4.2,University degree,Suburban,Male,Right,2,22,93
4.466666666666667,Graduate degree,Suburban,Female,Right,5,49,95
4.733333333333333,High school,Rural (country side),Male,Left,3,48,102
5,Graduate degree,Suburban,Male,Right,2,20,75
4.533333333333333,University degree,Rural (country side),Male,Left,4,31,95
4.333333333333333,University degree,"Urban (town, city)",Male,Right,1,26,788
3.8666666666666667,University degree,Suburban,Male,Right,4,31,127
4.133333333333334,High school,Suburban,Male,Left,4,55,116
4.8,Less than high school,Suburban,Male,Right,3,16,62
3.2,Graduate degree,Suburban,Male,Right,2,55,186
3.6666666666666665,University degree,"Urban (town, city)",Female,Right,2,47,128
4.733333333333333,High school,"Urban (town, city)",Male,Right,2,30,111
1.6,Graduate degree,Rural (country side),Female,Right,6,57,207
5,Graduate degree,Suburban,Female,Right,0,33,76
3.533333333333333,Graduate degree,"Urban (town, city)",Male,Right,2,28,129
4.533333333333333,High school,Rural (country side),Male,Right,3,41,142
1,High school,Suburban,Male,Right,2,54,117
3.8666666666666667,Graduate degree,Suburban,Male,Right,3,26,89
3.7333333333333334,University degree,Suburban,Male,Right,4,42,99
4,High school,Suburban,Male,Right,2,39,114
4.066666666666666,University degree,Rural (country side),Male,Right,2,39,96
3.8666666666666667,University degree,"Urban (town, city)",Male,Right,2,30,137
5,Graduate degree,Suburban,Male,Left,3,50,123
4.333333333333333,University degree,Rural (country side),Male,Right,4,46,76
3.8,Graduate degree,Rural (country side),Male,Right,2,36,108
4.866666666666666,High school,Rural (country side),Male,Right,5,60,108
4.4,Less than high school,Suburban,Male,Right,4,51,100
4.666666666666667,High school,"Urban (town, city)",Male,Right,3,30,132
5,High school,"Urban (town, city)",Male,Right,2,38,49
4.6,University degree,Suburban,Male,Right,2,48,59
3.1333333333333333,High school,Suburban,Male,Right,2,44,90
4.066666666666666,High school,Suburban,Female,Left,2,57,84
4.733333333333333,University degree,Suburban,Male,Right,3,60,103
5,University degree,Suburban,Male,Right,2,47,101
4.866666666666666,Graduate degree,Suburban,Female,Right,3,69,89
4.333333333333333,High school,"Urban (town, city)",Male,Right,1,43,99
5,University degree,Suburban,Male,Right,3,24,107
4.666666666666667,High school,"Urban (town, city)",Male,Right,2,32,147
3.8666666666666667,High school,Suburban,Male,Right,3,19,130
4.266666666666667,High school,Suburban,Male,Right,2,55,88
5,High school,Suburban,Male,Right,2,42,63
5,Graduate degree,Rural (country side),Female,Right,1,25,305
3.2666666666666666,High school,Suburban,Male,Right,4,44,133
3.8666666666666667,University degree,Suburban,Female,Right,6,37,49
1.4,Less than high school,Suburban,Female,Right,1,14,63
3.1333333333333333,University degree,Suburban,Female,Right,4,39,120
2.8666666666666667,University degree,"Urban (town, city)",Female,Right,2,24,78
3.6,High school,Suburban,Female,Right,2,14,78
3.3333333333333335,Less than high school,Suburban,Female,Right,2,15,102
1.2,Graduate degree,Suburban,Male,Right,2,33,595
3.933333333333333,High school,"Urban (town, city)",Female,Left,1,33,65
4.2,University degree,"Urban (town, city)",Male,Right,4,51,112
2.4,High school,Suburban,Female,Right,3,18,79
2.8,High school,Suburban,Female,Right,1,27,72
1.6,University degree,Suburban,Male,Right,2,43,73
3.8666666666666667,High school,"Urban (town, city)",Female,Right,2,18,98
2.8666666666666667,University degree,"Urban (town, city)",Male,Right,2,45,124
3.466666666666667,Less than high school,Suburban,Female,Right,1,47,102
1.9333333333333333,High school,Suburban,Male,Left,2,45,113
4.2,High school,"Urban (town, city)",Male,Right,4,21,177
2.1333333333333333,Graduate degree,"Urban (town, city)",Male,Right,3,32,131
3.2666666666666666,Less than high school,"Urban (town, city)",Male,Right,0,18,140
2.933333333333333,High school,"Urban (town, city)",Male,Right,1,16,100
5,High school,"Urban (town, city)",Male,Right,2,36,119
4.066666666666666,University degree,Suburban,Female,Right,3,31,118
2.4,High school,"Urban (town, city)",Male,Right,2,33,155
2.7333333333333334,High school,Suburban,Male,Right,3,23,108
4.533333333333333,University degree,Suburban,Female,Right,3,24,80
3.466666666666667,High school,Suburban,Other,Right,2,19,210
1.1333333333333333,High school,"Urban (town, city)",Male,Left,3,17,70
4.333333333333333,Less than high school,Suburban,Female,Right,3,17,409
1.4,High school,Suburban,Male,Right,4,17,95
3.2666666666666666,University degree,Rural (country side),Male,Right,3,25,421
1.0666666666666667,Graduate degree,Rural (country side),Female,Left,2,31,33
2.066666666666667,Graduate degree,Suburban,Female,Right,2,30,351
2.3333333333333335,High school,"Urban (town, city)",Male,Right,2,18,195
4.466666666666667,High school,"Urban (town, city)",Male,Right,0,28,121
3.2,High school,"Urban (town, city)",Male,Right,2,21,116
4.266666666666667,High school,Suburban,Male,Left,1,31,289
3.8666666666666667,University degree,"Urban (town, city)",Male,Right,2,37,1412
2.6666666666666665,High school,"Urban (town, city)",Female,Right,3,18,67
4.333333333333333,High school,"Urban (town, city)",Female,Right,3,42,57
2.8666666666666667,University degree,Suburban,Male,Right,5,26,87
3.466666666666667,High school,Suburban,Female,Right,3,18,78
4.066666666666666,High school,Suburban,Male,Right,1,60,119
2.8666666666666667,University degree,Suburban,Male,Right,1,25,113
2.533333333333333,University degree,"Urban (town, city)",Male,Left,4,39,147
1.8666666666666667,University degree,Rural (country side),Female,Right,3,20,137
1.6666666666666667,University degree,"Urban (town, city)",Female,Right,2,21,72
2.2666666666666666,Less than high school,"Urban (town, city)",Female,Right,2,16,128
4.733333333333333,High school,"Urban (town, city)",Male,Right,3,22,148
3.466666666666667,High school,Suburban,Male,Right,2,15,110
3.2,High school,Suburban,Female,Right,1,16,113
4.866666666666666,University degree,Suburban,Male,Right,1,35,89
1,High school,"Urban (town, city)",Female,Left,3,18,123
2.6666666666666665,High school,"Urban (town, city)",Male,Right,2,19,125
2.2,Graduate degree,Rural (country side),Female,Left,1,64,122
3.1333333333333333,High school,Suburban,Female,Right,2,18,68
2,High school,Rural (country side),Female,Right,4,20,87
3.4,Graduate degree,Suburban,Female,Right,4,56,71
2.1333333333333333,High school,"Urban (town, city)",Female,Right,1,16,187
2.7333333333333334,Less than high school,Suburban,Female,Right,1,17,90
1.4666666666666666,Graduate degree,"Urban (town, city)",Male,Right,2,55,63
2.6,High school,"Urban (town, city)",Female,Right,2,15,84
3.3333333333333335,High school,Suburban,Male,Right,3,33,159
3.2666666666666666,Graduate degree,"Urban (town, city)",Male,Left,2,44,81
2.933333333333333,Graduate degree,"Urban (town, city)",Male,Right,3,38,137
3.2,Graduate degree,Rural (country side),Male,Right,4,55,92
4.866666666666666,High school,Suburban,Male,Right,2,22,89
3.2666666666666666,Less than high school,Rural (country side),Female,Right,3,15,119
3.8666666666666667,Graduate degree,Suburban,Female,Right,2,47,68
4.733333333333333,Graduate degree,"Urban (town, city)",Male,Right,4,60,147
2.1333333333333333,High school,Suburban,Male,Right,1,35,88
2.8,University degree,Suburban,Male,Right,2,22,160
3.2666666666666666,High school,"Urban (town, city)",Female,Right,1,35,106
3.6666666666666665,University degree,"Urban (town, city)",Female,Right,2,66,130
3.466666666666667,University degree,"Urban (town, city)",Female,Right,0,21,133
4,High school,"Urban (town, city)",Female,Right,8,19,128
2.4,Less than high school,Suburban,Other,Right,3,15,236
1.7333333333333334,High school,Suburban,Female,Right,3,18,56
3.066666666666667,Less than high school,"Urban (town, city)",Female,Right,2,15,148
4.466666666666667,High school,Suburban,Other,Right,2,17,104
4.466666666666667,Less than high school,Rural (country side),Female,Right,5,28,122
3,Less than high school,Rural (country side),Female,Right,2,14,162
1.6666666666666667,Less than high school,Suburban,Male,Right,2,17,138
2.533333333333333,Less than high school,Suburban,Female,Right,1,17,101
3.1333333333333333,High school,"Urban (town, city)",Female,Right,1,18,206
3.3333333333333335,High school,"Urban (town, city)",Female,Right,2,15,79
2.6666666666666665,High school,Rural (country side),Female,Right,2,19,95
3.6666666666666665,University degree,"Urban (town, city)",Male,Right,2,34,2059
4.066666666666666,Less than high school,Suburban,Female,Right,3,14,99
4,Graduate degree,"Urban (town, city)",Male,Right,2,30,64
4.8,Less than high school,Suburban,Female,Right,3,16,102
1.2666666666666666,High school,Suburban,Male,Right,2,33,55
2.4,Less than high school,Suburban,Male,Right,3,15,71
2.7333333333333334,High school,"Urban (town, city)",Female,Left,3,17,77
1.5333333333333334,High school,Suburban,Female,Right,3,35,189
3.3333333333333335,Graduate degree,"Urban (town, city)",Male,Right,2,32,129
1.7333333333333334,High school,Suburban,Male,Left,1,20,151
1.2,Graduate degree,Suburban,Male,Right,2,28,61
3.6,High school,Suburban,Female,Right,2,17,91
1.1333333333333333,High school,"Urban (town, city)",Male,Right,4,35,125
3.6666666666666665,High school,Suburban,Other,Right,2,15,220
4,Less than high school,Suburban,Female,Right,2,13,85
2.7333333333333334,University degree,Rural (country side),Female,Right,3,36,90
1.4,University degree,Rural (country side),Male,Right,4,60,90
3.466666666666667,Less than high school,Suburban,Male,Left,2,17,126
2.4,High school,"Urban (town, city)",Male,Right,2,19,117
1,University degree,"Urban (town, city)",Male,Right,2,58,90
3.2,High school,Suburban,Male,Right,3,19,139
3.933333333333333,High school,Suburban,Male,Right,2,53,114
2.4,Graduate degree,Rural (country side),Male,Right,2,21,111
3.466666666666667,University degree,Suburban,Male,Right,3,60,101
1.6,High school,Suburban,Male,Right,2,20,95
2.8,High school,"Urban (town, city)",Female,Right,2,22,99
1.6666666666666667,Graduate degree,"Urban (town, city)",Male,Right,2,59,103
2.6,University degree,"Urban (town, city)",Male,Right,5,51,85
3.466666666666667,University degree,Suburban,Male,Right,5,23,97
4,Graduate degree,"Urban (town, city)",Male,Left,2,44,199
2.3333333333333335,Graduate degree,"Urban (town, city)",Female,Right,3,44,55
4.666666666666667,High school,Rural (country side),Female,Right,1,40,31
4.266666666666667,High school,Rural (country side),Female,Right,4,24,93
3.466666666666667,Less than high school,Suburban,Female,Right,1,14,371
1,University degree,Rural (country side),Male,Right,5,61,87
2,University degree,Suburban,Male,Right,2,35,109
4.533333333333333,High school,"Urban (town, city)",Female,Right,1,24,80
3.3333333333333335,Less than high school,Suburban,Other,Right,2,16,119
4.533333333333333,Less than high school,"Urban (town, city)",Female,Right,5,17,132
4.466666666666667,High school,"Urban (town, city)",Male,Right,2,55,113
3.6,Less than high school,Suburban,Male,Right,4,18,169
3.7333333333333334,High school,Suburban,Female,Right,3,49,222
2.6,High school,Suburban,Male,Right,1,30,118
2.066666666666667,University degree,Suburban,Other,Left,4,21,111
2.6,High school,"Urban (town, city)",Male,Right,2,25,159
2,Graduate degree,"Urban (town, city)",Male,Right,2,42,100
4.066666666666666,University degree,Suburban,Male,Right,3,59,82
2.466666666666667,High school,Suburban,Male,Right,3,56,129
3.6,High school,"Urban (town, city)",Female,Right,5,55,162
1.4666666666666666,High school,Suburban,Female,Right,4,21,74
3.8666666666666667,High school,Suburban,Female,Right,3,18,102
2.466666666666667,Less than high school,Suburban,Female,Right,2,15,96
1.6,High school,"Urban (town, city)",Male,Right,4,31,119
3.1333333333333333,High school,Suburban,Male,Right,2,42,132
3.933333333333333,High school,"Urban (town, city)",Female,Right,2,17,133
4.933333333333334,High school,"Urban (town, city)",Male,Right,3,64,89
2.466666666666667,High school,"Urban (town, city)",Female,Right,2,17,147
5,Graduate degree,Rural (country side),Female,Right,3,68,64
4.266666666666667,University degree,Suburban,Female,Left,5,53,80
1.2,University degree,"Urban (town, city)",Male,Right,3,55,48
4.333333333333333,High school,"Urban (town, city)",Female,Right,2,18,78
1.3333333333333333,Graduate degree,"Urban (town, city)",Male,Right,2,44,52
2.933333333333333,Graduate degree,"Urban (town, city)",Female,Left,0,38,165
1.1333333333333333,High school,Suburban,Female,Left,3,73,199
1.4666666666666666,High school,Rural (country side),Female,Right,1,19,95
1.6666666666666667,High school,Suburban,Male,Right,2,18,149
3.3333333333333335,Less than high school,"Urban (town, city)",Female,Left,1,15,145
1.8666666666666667,High school,Rural (country side),Male,Right,2,25,183
3,Graduate degree,"Urban (town, city)",Male,Right,2,25,26
3.066666666666667,High school,"Urban (town, city)",Female,Right,1,26,107
2.466666666666667,Less than high school,Suburban,Other,Right,3,15,134
1.8,High school,Rural (country side),Male,Right,3,18,106
2.533333333333333,University degree,"Urban (town, city)",Female,Right,1,64,619
2.4,University degree,Rural (country side),Male,Right,2,27,68
2.1333333333333333,Less than high school,Rural (country side),Male,Right,2,17,55
1.2,Graduate degree,"Urban (town, city)",Male,Right,2,38,130
1.8666666666666667,University degree,Suburban,Male,Right,2,24,68
2.4,Less than high school,Suburban,Female,Left,3,17,158
3.3333333333333335,Less than high school,"Urban (town, city)",Male,Right,7,15,95
4.333333333333333,University degree,"Urban (town, city)",Male,Right,2,21,75
1.7333333333333334,High school,"Urban (town, city)",Male,Right,1,15,94
2.533333333333333,University degree,Suburban,Female,Left,4,29,107
3.933333333333333,University degree,Rural (country side),Female,Right,1,21,105
3.6,Less than high school,Suburban,Female,Right,2,13,86
1.4,High school,Suburban,Male,Right,3,17,181
3.2666666666666666,Less than high school,"Urban (town, city)",Male,Right,4,28,121
1.5333333333333334,High school,"Urban (town, city)",Female,Right,1,16,125
1.3333333333333333,University degree,"Urban (town, city)",Female,Right,1,20,105
3.4,University degree,Suburban,Male,Right,1,22,93
1.1333333333333333,High school,"Urban (town, city)",Male,Right,0,35,82
3.2,Less than high school,Suburban,Male,Right,5,16,97
4.8,High school,Suburban,Male,Right,3,18,111
5,Graduate degree,"Urban (town, city)",Female,Right,3,36,71
3.2666666666666666,University degree,"Urban (town, city)",Female,Left,3,41,139
2.466666666666667,High school,"Urban (town, city)",Male,Right,2,22,254
3.7333333333333334,High school,Rural (country side),Female,Right,2,47,89
2.4,High school,"Urban (town, city)",Male,Right,1,19,106
2.466666666666667,High school,"Urban (town, city)",Male,Right,2,20,81
3.6666666666666665,Graduate degree,Rural (country side),Female,Right,3,26,99
2,High school,Suburban,Male,Right,3,18,426
2.933333333333333,University degree,Suburban,Female,Right,3,25,85
3.4,Less than high school,"Urban (town, city)",Female,Right,1,15,200
1.0666666666666667,University degree,"Urban (town, city)",Female,Left,7,55,126
3.2666666666666666,University degree,"Urban (town, city)",Female,Right,2,47,158
1.3333333333333333,Less than high school,Suburban,Male,Right,2,17,71
2.1333333333333333,Graduate degree,"Urban (town, city)",Female,Right,2,47,66
3.2666666666666666,Less than high school,Suburban,Female,Right,5,17,221
2.066666666666667,High school,Rural (country side),Female,Right,2,20,120
2.1333333333333333,University degree,"Urban (town, city)",Male,Right,2,22,224
2.8666666666666667,University degree,Suburban,Male,Right,2,40,106
2.1333333333333333,Less than high school,Suburban,Female,Right,2,15,183
3.533333333333333,Graduate degree,Suburban,Male,Right,8,57,103
3,High school,Suburban,Female,Left,2,18,51
1.5333333333333334,University degree,"Urban (town, city)",Male,Right,1,22,62
2.4,University degree,"Urban (town, city)",Male,Right,2,20,122
4.333333333333333,High school,Rural (country side),Male,Right,3,41,100
1.2,High school,Suburban,Other,Right,1,31,68
3.066666666666667,Less than high school,Suburban,Male,Right,1,16,167
1.3333333333333333,University degree,Suburban,Male,Right,2,48,46
4.466666666666667,Graduate degree,"Urban (town, city)",Female,Right,2,22,86
3.933333333333333,Less than high school,"Urban (town, city)",Other,Right,3,14,68
3.933333333333333,University degree,Suburban,Female,Right,3,22,265
3.6,High school,"Urban (town, city)",Other,Right,2,18,137
2.2666666666666666,University degree,"Urban (town, city)",Male,Left,1,21,90
2.2666666666666666,University degree,Suburban,Other,Right,4,20,104
2.6666666666666665,High school,Suburban,Male,Right,3,22,118
1.3333333333333333,High school,Suburban,Female,Right,1,19,180
2.066666666666667,Graduate degree,"Urban (town, city)",Female,Right,4,45,222
2,University degree,Rural (country side),Male,Right,1,39,145
2.8666666666666667,High school,"Urban (town, city)",Female,Right,3,17,84
2.4,High school,Suburban,Male,Right,2,21,114
3.6666666666666665,Less than high school,"Urban (town, city)",Other,Right,1,16,177
3.933333333333333,Less than high school,Suburban,Female,Right,3,14,114
2.7333333333333334,Less than high school,"Urban (town, city)",Female,Right,4,17,105
1.0666666666666667,Graduate degree,Suburban,Female,Right,1,38,71
3.466666666666667,University degree,"Urban (town, city)",Female,Left,5,22,77
1.3333333333333333,High school,Rural (country side),Male,Right,4,19,107
4.133333333333334,High school,"Urban (town, city)",Female,Right,1,17,94
2,High school,"Urban (town, city)",Male,Right,2,17,123
3.1333333333333333,High school,Suburban,Female,Right,2,20,82
2.2666666666666666,University degree,Rural (country side),Female,Right,1,22,108
2.6,High school,Suburban,Male,Right,2,18,105
3.066666666666667,High school,"Urban (town, city)",Female,Right,4,23,50
4.6,High school,"Urban (town, city)",Female,Right,4,19,163
4.133333333333334,High school,"Urban (town, city)",Female,Right,2,18,152
4.066666666666666,Less than high school,Suburban,Female,Right,2,15,131
2.4,Less than high school,Suburban,Female,Right,4,16,422
3.3333333333333335,University degree,Suburban,Female,Left,2,23,318
2.4,High school,Rural (country side),Female,Right,2,16,264
4,University degree,"Urban (town, city)",Female,Right,2,25,156
2.6,Less than high school,Suburban,Female,Right,2,16,70
3.2,Less than high school,Suburban,Male,Right,0,14,177
3.6666666666666665,High school,Rural (country side),Female,Right,2,18,75
2.1333333333333333,High school,Rural (country side),Male,Right,2,22,54
2.7333333333333334,High school,"Urban (town, city)",Female,Right,1,18,593
1.4,Graduate degree,Suburban,Female,Right,1,31,70
2.6,University degree,Suburban,Male,Right,2,33,257
1.2666666666666666,Graduate degree,Suburban,Female,Right,1,31,48
3.4,University degree,"Urban (town, city)",Female,Right,2,34,181
3.466666666666667,High school,Rural (country side),Female,Right,2,39,238
1.9333333333333333,Graduate degree,Rural (country side),Female,Right,2,33,94
2,University degree,Suburban,Female,Right,2,23,50
1.3333333333333333,High school,"Urban (town, city)",Female,Right,0,17,89
1.5333333333333334,Less than high school,Suburban,Female,Right,2,15,61
3.533333333333333,Less than high school,Suburban,Male,Right,2,16,110
3.3333333333333335,High school,"Urban (town, city)",Other,Right,1,15,93
4.2,Graduate degree,Rural (country side),Male,Right,2,51,79
3.4,Graduate degree,"Urban (town, city)",Female,Right,2,27,57
1.8666666666666667,Graduate degree,Suburban,Male,Right,4,67,88
3.3333333333333335,High school,"Urban (town, city)",Other,Right,1,20,129
3.3333333333333335,Less than high school,Suburban,Female,Right,2,14,120
1.2,Less than high school,Suburban,Female,Right,3,17,80
2.3333333333333335,Less than high school,"Urban (town, city)",Other,Right,2,15,85
3.8666666666666667,High school,Suburban,Female,Right,5,16,107
3.7333333333333334,University degree,Suburban,Male,Left,8,38,134
1.7333333333333334,Graduate degree,Suburban,Male,Right,2,26,203
3.4,High school,"Urban (town, city)",Female,Right,1,17,545
2.533333333333333,High school,"Urban (town, city)",Female,Right,1,18,122
4.066666666666666,Graduate degree,Suburban,Female,Right,2,21,218
4.533333333333333,High school,Rural (country side),Male,Right,2,18,61
2.4,University degree,Suburban,Male,Right,1,25,157
2.8,Graduate degree,"Urban (town, city)",Male,Right,5,38,85
2.3333333333333335,High school,Rural (country side),Male,Right,5,27,139
3.2666666666666666,Less than high school,Rural (country side),Female,Right,2,16,171
3.2666666666666666,High school,Suburban,Female,Right,3,26,139
1.9333333333333333,High school,"Urban (town, city)",Male,Right,3,40,145
2,High school,Suburban,Male,Right,1,17,167
4.2,University degree,Rural (country side),Female,Right,2,24,97
2.6666666666666665,University degree,"Urban (town, city)",Female,Right,3,35,124
1,High school,Suburban,Male,Left,1,14,42
2.1333333333333333,High school,Suburban,Male,Right,3,18,106
2.6,Less than high school,"Urban (town, city)",Female,Right,2,33,93
2.8,University degree,Suburban,Male,Right,3,24,132
2.3333333333333335,High school,Suburban,Female,Right,2,50,88
3.533333333333333,High school,Suburban,Male,Right,2,20,112
2.2666666666666666,University degree,Suburban,Male,Right,1,20,126
1.2666666666666666,High school,Rural (country side),Male,Right,3,23,376
2,University degree,Suburban,Male,Right,4,21,87
2.4,University degree,Rural (country side),Male,Right,1,22,74
3.3333333333333335,University degree,"Urban (town, city)",Female,Right,3,21,60
2.1333333333333333,University degree,Suburban,Male,Left,2,30,98
3.6666666666666665,High school,"Urban (town, city)",Female,Right,2,22,65
2.7333333333333334,Less than high school,Suburban,Female,Right,2,13,88
3.1333333333333333,High school,Rural (country side),Other,Right,3,18,101
1.8666666666666667,Less than high school,"Urban (town, city)",Male,Right,5,15,124
1.8666666666666667,Graduate degree,"Urban (town, city)",Female,Right,2,27,80
2.066666666666667,High school,Suburban,Female,Right,3,18,225
3.8,High school,Suburban,Female,Right,2,39,99
2.066666666666667,Less than high school,"Urban (town, city)",Female,Right,2,15,141
3.8,University degree,"Urban (town, city)",Female,Right,2,30,74
1.2666666666666666,High school,Suburban,Female,Right,2,19,121
1.8,High school,Suburban,Male,Left,2,41,197
4.6,High school,Suburban,Male,Right,2,16,109
4.133333333333334,High school,"Urban (town, city)",Female,Right,1,37,120
3.3333333333333335,High school,Suburban,Female,Right,7,19,130
3.8,University degree,"Urban (town, city)",Female,Right,5,45,70
4.2,High school,"Urban (town, city)",Male,Right,6,63,140
3.6,Graduate degree,Suburban,Male,Left,2,40,72
3.1333333333333333,University degree,Suburban,Male,Right,3,25,106
2.066666666666667,High school,Rural (country side),Male,Right,3,20,64
2.8,University degree,Suburban,Male,Right,2,28,355
1.5333333333333334,Graduate degree,Rural (country side),Female,Right,2,36,148
2.3333333333333335,High school,Suburban,Female,Right,2,14,86
4.866666666666666,High school,Rural (country side),Male,Right,1,30,129
5,High school,"Urban (town, city)",Female,Right,10,17,35
